0,1,2,3,4,5,6,7,8,9,10,11,12
,,Chart 8a: Tourist Arrivals & Percentage Change 2018/2022/2023,,,,,,,,,,
300.0,,,,,,,,,,,,
,,,,,,,,,275.6,,,
,,,,,,,,261.2,,,,
250.0,,,,,,,,,,,,
,,,,,,205.5,,,,,,
,,,,,,,202.5,,,,,
200.0,,,,,,,,,,,,
,,,,,175.8,,,,,,,
,,,,,,,,,,159.8,,
,,,,,,,,,,,153.5,
150.0,,,,,,,,,,,,
,,,,,,,,,,,,128.7
100.0,,,,,,,,,,,,
,,,,67.5,,,,,,,,
50.0,,,,,,,,,,,,
,24.6,,,,,,,,,,,
,,,17.8,,,,,,,,,
,,11.5,,,,,,,,,,
0.0,,,,,,,,,,,,
,,,,,,,,,,,,-16.9
,,,,,,,,,-24.9,,-22.5,
,,,,,,-31.6,,,,-28.7,,
,,,,,,,,-31.9,,,,
-50.0,,,,,-35.7,,-34.3,,,,,
,,,,-41.5,,,,,,,,
,,,-46.2,,,,,,,,,
,-57.1,-54.3,,,,,,,,,,
-100.0,,,,,,,,,,,,
